Username,waktu,Komentar,Rating
Imam Prasetyo,2022-02-08,untuk mode spiderman kurang puas karena sudah hidup jadi bugg parah bisa buka pintu ambil senjata untuk naik mobil juga bisa terkadang sedikit patah padahal sinyal lancar mohon baik tencen saya bagai main rasa kecewa lebih suka pubg yang dulu seosen bawah mohon baik tence,3
Rizal Di,2022-02-08,alasan aku sama teman main pubg adalah karena seru bisa main bareng tapi karena beda tier jadi tidak bisa terus tidak pernah on karena ada teman buat main untuk development pubg mobile pubg itu sudah sepi ngapain tambah sepi lagiha sudah banyak bug sering frame drop kalau ketemu musuh apalagi semua player bisa nikmat event karena bug terus cheater yang masih rajalela padahal kirain sudah benarbenar aman karena ada ban pan tapi nyata sama saja,1
Phengs Sniper,2022-02-06,pubg semakin lama semakin aneh bug nya banyak dan ketika musuh banyak hampir bisa lari dan melawanmenembak dan tiba musuh ada depan kami pubg season belum yang lancar dan kami rasa nyaman main belum sekarang mah sedikit bosen karena terima kasih tencent,1
NJ Gage,2022-02-04,tolong untuk pihak krafton bug tdm baik soal ketika saya main tdm ada bug mana saya bisa lihat lawan dan peluru senjata saya hanya ada  dan karena bug juga saya jadi tidak bisa masukmain mode metro royale dan nyata ada juga player lain yang alami bug ini bug juga sudah ada dari tahun yang lalu dan sampai sekarang belum juga fix mohon pihak krafton segera baik karena sangat buat player pubg nyaman,1
Dika Diklukk,2022-02-03,gamenya bagus sih kalau bisa kecilin dikit ukurannyaapalagi saat download data obb nya harus pakai wifipadahal kalau saya download data obb pakai data seluler itu masalahsaya jadi tidak bisa main karena karena tidak ada wifi tolong baik iya,3
Frendy Ekaprana,2022-01-30,dear kembang baru saya main dari season dan saya tahu anda sudah upaya keras supaya permainan lebih baik dari belum tapi sisi lain lihat lah basic permainan kalian kurang pun bidang permainan survival bukan nya semakin baik semakin semakin banyak bug crash device tentu bahkan device ram sekalipun,1
Syaiful Anwar,2022-01-29,step peta kecil harus baik lagi kan pubgm punya ciri khas sendiri banding pubg pc ada step peta sekarang step sedikit burem dan nyaruh sama peta jadi tidak lihat beri yang tidak pakai headset kan tidak semua main pubgm main saat santai ada yang sambil kerja dan dagang satu terkadang suka error peta bilang tidak download sama suka hilang sendiri sinyal padahal sinyal hpnya gpp,1
Muhammad Ridho,2022-01-26,selsaikan dong bug mapsnya ini semenjak update versi beberapa maps sering ngebug dan sangat nyaman main tolong baik cepat agar player yang lain dapat main dengan lancar tanpa ada bud beberapa mapsnya,1
Andra Chils'z,2022-01-23,bagus tapi untuk jaringan baik tolong saat war sinyal semakin stabill dan tolong untuk device kecil stabil performa main padahal dulu device kecil lancar untuk main pubg sekarang jadi asa berat dan sering alami frame drop dan patah patah utama saat war ramai,5
Muhammad Rizky,2022-01-21,saya kasih bintang saja deh masalah nya sering lag dan saat turun tiba tidak lihat apaapa sama musuh nya terlalu kuat bukan tanding saya harap lawan nya yang sesuai tier main masa tier nya bronze lawan nya platinum kan tidak sesuai wajar saya sering kalah tarung sama satu senjata tanding cepat Hanya dikit susah mencari nya mudahmudahan depan nya bisa jadi lebih baik lagi mohon tindak lanjut terimakasih,3
Tini gumay,2022-01-18,kecewa event nya tidak seru yang spiderman ini dan map yang baru itu sama ff tidak ada rekoil nya habis itu grafik nya juga bur tidak ser main tambah banyak main nya yang pohon selsaikan tembok karena karena tali spiderman itu ah tidak seru bukan permainan perang itu nama fi uninstall pubg mobile sangat kecewa,1
Bayu Syahputra,2022-01-16,belum mohon maaf saya beri bintang dulu soal banyak bugnya contoh bugnya yaitu kalau turun dari mobil suka miringmiring karakter terkadang senjata m suka tidak ada suara suara mobil apa itu yang warna oranye maceleren suka tidak ada suara bug suara terkadang ada suarasuara seperti ada yang buka energi drink tapi tidak ada orang mas banyak chiter itu saja kurang yang saya rasa semoga depan bisa baik oleh pihak permainan yang sama seperti aku like,4
David Beckham,2022-01-14,update baru hari semakin tambah fitur penting ada recall ada perisai ada token belanja dan lain lain kurang esensi perang asli dripada permainan yang lain kalau apa beda dengan ff cod dan yang lain semakin tidak seru saya rasa kalau pubg bisa kembali belum akan lebih bagus perlu ada fitur yang real kalau tambah damage senjata peluru atau yang hubung dengan perang akan lebih baik tolong kembali pubg seperti belum,2
Johanes Ronaldo,2022-01-14,saya kasih bintang dulu iya sesungguh permainan nya sudah bagus sudah mantap grafik nya beh sangar banget sudah permainan tapi ketika saya turun dari pesawat dan ingin darat atap school saya sudah yakin bahwa saya akan darat atap school tapi tiba bisa bawah tanah padahal saya darat kan nya atap jaringan bagus kenapa ms tapi kenapa bisa begitu iya mohon pihak developer nya untuk baik permainan nya biar ada bug maupun cheater terima kasih banyak,3
Partogi1997 S pakpahan,2022-01-13,saya punya saran bagi pihak developer untuk tingkat efektifitas dan efesiensi permainan perlu banyak ubah dan hapus hanya saja perlu baik untuk metro royal lebih baik tambah misi royal password untuk tingkat alam player contoh skin vast nya beri gambar atau warna lain dengan berguna uc kan ada sisi simbiosis mutualisme,5
Abdul Geming,2022-01-12,saya beri dulu bintang nanti kalau bug nya sudah kurang saya tabmbah bintang nya bug nya contoh nya kalau habis naik kendara jalan tidak bisa miring semakin lurus depan dan ketika darat teleport tempat yang buat saya pusing tolong ya developer,3
Muhammad Ali,2022-01-02,mohon maaf kepada admin tolong dong bugbug yang jadi in permainan selsaikan dulu contoh maka kendara kendara orang nge lag padahal jaringan stabil dan juga ketika ketemu musuh musuh nge blingngebling jadi saat kita tembak kita mati konyol kalau mau bilang karena koneksi tidak lei rilod senjata ngelin kanan kiri dan juga buka teropong jadi saya minta tolong kepada admin agar ada baik cepat mungkin agar main rasa puas,1
Dimas P,2021-12-31,sementara bintang dulu karena efek dari update permainan semakin lebih buruk permainan ngelag dan banyak sekali temu error pada banyak toolsnya contoh draft teman listnya pada hilang beberapa teman satu clan yang sama sudah update aplikasi bisa terkoneksimabar kirim pesan juga gagal alasanya bukan teman saat add muncul tulis sudah jadi teman tapi tetap saja bisa interaksi bahkan tetap muncul list teman kalau aplikasi sudah fix tk kasih bintang,5
XAUUSD,2021-12-27,banyak bug seringkali ketika turun muka sesuai ketika turun saat depan pintu namun ketika sampai jadi samping bangun sebut mau itu pakai wifiinternet data dan ketika dilobby terkadang suka error bisa masuk match dan server ganti padahal belum tidak pernah begitu kirain karena jaringan sudah saya lihat beberapa youtuber pun sama alami hal sebut,3
Eka Setiawan,2021-12-27,untuk sekarang saya kasih bintang karena banyak bug salah satu suara tembak suka hilang dan selain bug sering update buat nyaman main kurang karena hp saya jadi mudah panas bahkan sampai overhit semoga bisa baik cepat,3
Daeng Sappo,2021-12-21,pubg semakin hari semakin rusak setiap selesai satu macth langsung keluarin dari aplikasi itu kenapa sih tolong lah baik banyak player kentang henti main pubg karena karena permainan nya mau baik terus masalah unduh otomatis nya tolong hilang juga beri lah kami para player kentang,1
Aris Khairil,2021-12-16,jujur kecewa sangat sama permainan nya banyak sangat bug nya dari mulai saat turun dari pesawat analog nya error saat parasut putar putar tidak jelas sampai nge blink dan tiba tiba teleport tempat lain dan masih banyak bug bug saat ingame,1
Radithya Ahmad,2021-12-14,terlalu berat buat permainan yang grafis biasa biasa saja saya bandingin sama codm jauh lebih smooth meski setting high permainan smooth nya Hanya setting low saja naik dikit semakin frame drop parah mana nyaman main dengan grafik jelek semakin buat sakit mata,2
AgamEyza Fishing,2021-12-03,event arcane ini frame benerbener hancur ping stabil tiba-tiba ping jadi merah apa kalau ketemu musuh frame langsung drop tolong tencent baik sbelum event arcane frame drop itu jarang jadi,1
Muhammad Yasrul,2021-12-03,tolong kembali fitur config dulu semenjak update jadi sering frame drop tidak seperti update yang kemaren permainan masih asa nyaman hp low endmid end tidak seperti sekarng kami para gamer pubg rasa malas untuk main permainan hanya karena sering jadi frame drop dan itu buat kamu emosi saat ketemu musuh dan satu masalh networkinternet yang sering lag pandhal jaringan normal saja,1
Riski Aditya,2021-11-29,permainan bodoh pangkat crown saat main dapat juara dua musuh masih sisa dua orang kenapa poin hanya dapat sampai poin bisa bayang kalau anda mati saat musuh masih jumlah puluh orang dua hadiah metro honor tidak ada yang bagus kain pel semua uninstall langsung permainan tidak berguna,1
Anpazel Regency,2021-11-25,sering lag saat main walaupun sudah pakai jaringan wifi padahal kalau sudah mati ping langsung bagus saja lah saat masih idup ping suka tinggi tidak kemaren waktu main sama sudah mati ping tetap sama mau bagus tetap bagus mau jelek tetap jelek update sekarang krasa sangat sinyal apa tempat bagus pun tetap buruk tolong dong pubg mobile jadi permainan rakyat kemaren Hanya suka nonton turnamen tapi jadi malas kalau main,1
K-MOH,2021-11-25,terlalu banyak bug baru turun pesawat terkadang parasut nyangkut bisa ambil senjata ketika turun sesuai titik yang tanda bisa lihat hasil tanding musuh ketika kita bunuh lawan bur,1
R D,2021-11-24,aku sudah lama main permainan ini tidak masalah dengan update nya hanya beberapa fitur turut saya kurang fungsi dengan baik contoh fitur download yang setiap masuk shop sering download sendiri padahal saya tidak mau download dan juga untuk grafik masalah tapi tolong buat fps nya buka akses buat hp yang low karena sering patah saat main kalau berguna ting rendah atau ting maksimal hp low,1
Rifqi Lewandowski,2021-11-23,tolong dong bug nya benarkan jangan update selalu tapi bug nya tidak benarkan masa match matching lama sangat sampai menit padahal sinyal juga sudah oke tapi kenapa lama terus juga saat habis selesai tanding itu tombol lanjut nya kgak ada jadi tidak bisa ngasih like temen tim tolong baik dulu event saja banyak tapi bug tidak lihat canda muntun v ehh kantor belah wkwkwk,1
Alskaa Project,2021-11-23,turut saya pribadi sih permainan sudah cukup bagus namun ada bebearapa crash ketika tarung voice chat itu tiba tidak ada suara terus sering crash ketika kita sedang menngendarai kendara apaapun tidak mungkin masalah jaringan sementara jaringan saya tidak dan tolong efisiensi untuk hp yang ram kecil optimal agar player lama bisa kembali main masa harus pindah permainan belah,2
RRQ Mort,2021-11-22,baru baru sangat susah kami bagai mula biasa ada mode download khusus untuk map yang kita suka sudah baru semakin pakai mode unduh yang jelas saya bagai mula sangat beban padahal saya cukup main satu map tolong jangan susah kami kecuali kami sudah pro player tidak apa puluh map pun bakal saya unduh,1
RahmatS,2021-11-21,sesungguh update kalau sudah sangat bagus mulai dari yang saya rasa fps lebih stabil dan gyro yang lebih enak serta fitur fitur baru yang tarik namun banyak juga kekuranganya mulai dari bisa pasang config pindah tombol tombol setel yang sesungguh perlu semakin buat itu aneh dan main biasa dan ada opsi untuk mati unduh otomatis sumber daya saya harap pubg segera laku update cepat untuk benah semua masalah,1
Mahatir,2021-11-21,sudah update ini permainan semakin lebih aneh aku bagai user hp yang low rasa siksa sudah update sudah tidak bisa pakai grafik dan download otomatis yang tidak bisa matiin tolong lah kalau bisa jangan aneh aneh dan kalau bisa grafis permainan bisa custom tidak usah ada batas jadi tidak perlu grafik untuk custom grafis,1
Muhamad Amin,2021-11-20,update yang sita waktu kurang ruang simpan dan perlu kuota banyak tapi sudah update sudah satu minggu bisa sama sekali masuk tempur sudah bagai cara baik jaringan baik wifi maupun rapat daerah bagus sinyal tetap saja yang muncul selalu notifikasi sebal,1
Raka S,2021-11-20,saat terjun hampir setiap saat ngelag dan itu buat saya sering salah darat opsi download map pakai dan lain lain jadi kacau masa download bareng semua kan kalau buat player yang sinyal tengah bawah jadi susah sangat mau download satu satu juga tidak bisa lagi henti satu henti semua,2
Wer Back,2021-11-19,dasar developer sampah semakin update semakin tambah kesal ini permainan sudah dapat teman random bot semua unduh otomatis tidak bisa nonaktifin suara musuh tembak bot padahal yang sedang tembak itu adalah player bug suara mobil tolong beta baik gamenya bugnya waktu itu versi sudah hilang updatetan versi semakin bertambah bugnya tolong iya jangan hanya event saja yang updatetapi bug dan match nya juga updatediperbaiki,1
_bang davidnc,2021-11-19,hai developer iya saya update new era stak sajaa saya sudah coba untuk update ulang hingga kalau tapi samaa saja stak sedang saya berguna hp spek selsaikan ketika update dari sampai itu cepat butuh waktu lama tapi ketika suadah itu bisa sampai jam lama nya masalah juga bukan hanya saya tapi teman saya juga banyak yang tolong developer,5
Dani Hamdani,2021-11-18,aku sudah lama main dari season  sekarang dilema mau lanjut atau uninstall tidak seperti newstate apa device nya bisa main frame rate max grafik low tidak usah pakai config atau aplikasi pihak tolong unlock frame rate admin fps untuk semua device grafik smooth terima kasih,2
Fikri Santosa,2021-11-18,hai pubgm permainan nya bagus tapi masih banyak bug bug ganti teropong suka hilang bisa ganti dan sudah turun dari mobil tombol run nya suka hilang mohon baik terimakasih,3
Hafidh Yusuf,2021-11-18,proxima beta tolong untuk berguna realme i dapat berguna grafik hd karena dengan grafik yang jauh lebih hd mudah untuk cari musuh karena lihat dari jauh sedang buat user grafik seimbang rasa rugi karena sulit untuk temu musuh apalagi jika ada high land nampak sama sekali,3
Sandi_ Walker.0188,2021-11-17,tencent kalau bug pubg masih banyak lebih baik tidak usah update dulu lebih baik bug yang ada fix dulu kalau masih banyak bug nanti bisa player pubg semakin kurang sesungguh permainan pubg seru kenapa tapi tidak enak juga kalau masih banyak bug Hanya yang mau saya sampai terima kasih,4
Sandi 11,2021-11-17,tolong sangat baik kedala nya saat warperang sih karakter toba tiba lag tidak gerak dan situ juga tiba tiba knock tembak musuh padahal pink bagus ms tolong baik karena rugi banyak orang masuk saya saya gemar pubg dari season baru kalau seperti begini,3
Rizwan Alfaridzi,2021-11-17,turut saya permainan semakin lama semakin buruk update terus tapi lambat terus seperti tai padahal jaringan bagus bahkan smping rumah ada tiang tower karena lek jadi setiap ketemu musuh langsung mati soal nya saat lambat tidak bisa di gerakin sma sekali hp juga spek tinggi asww,1
Agus Elmianto,2021-11-16,pikir yang diupdate hal penting nyata hanya event tidak berguna yang hanya bertambah berat memori simpan saja coba kalau update itu fix bug patch keman tingkat coba perhati itu cheater masih banyak liar jangan heran kalau banyak yang tinggal permainan yang kami perlu solusi baik permainan bukan event tidak mutu,3
Aria mukti Nainggolan,2021-11-16,semakn hari pubg mobile kenapa semakin semakin turun saya update versi tapi semakin bisa di permainan jadi bisa mengundangini bagaimanasemakin susah update makin banyak rusa makin turun semua performa pubg mobilkelamaan begini semakin jadi malas main,2
IRLAN BTL,2021-11-11,untuk pihak tencen mohon rubah tampil cameranya jauhin sedikit camera playernya agar posisi musuh sedikit lihat dan baik masalah sarvenya sudah itu grafis ultra gerakan grafis cameranya mas jelek buat mata kita minus mohon baik agar smot ultra grafis lambat dan jelek mohon baik,3
Ahmad_ Syaifuddin,2021-11-07,mode fpp only nya tolong perhati karena sudah sangat sepi mode sebut setiap masuk mode fpp harus tunggu lama dan terkadang temu player in match nya tolong perhati nya terima kasih ayo,1
Billy Sabastian,2021-10-29,maaf saya kasih bintang dulu ya karena pada saat saya main permainan pubg mode rank atau yang lain nyaselalu ngebug pada saat ingin injak tanah tetapi jaringan normal dan ngelag kepada tencent mohon lebih perhati iya kendala nya tolong baik permainan nya hapus bug nya agar main bisa lancar dan ada bug game sudah bagus tapi kurang nya dari bug yang dari dulu sampai sekarang perhatiakan sekali mohon baik bug nya iya terima kasih,3
Irfandypotja 21,2021-10-25,permainan nya tambah hancur bukan lebih baik semakin lebih hancur jaringan naik turun ping nya selalu selsaikan  padahal buka aplikasi lain aman saja terus kalau tidak ketemu musuh jaringan nya stabil saat ada musuh jaringan tiba down parah sedikit bosan dengan ini permainan yang semakin ada update bukan semakin lebih baik tapi semakin parah tolong baik jaringan nya baru kasih bintang,1
Youck 27,2021-10-24,sudah topup tapi belum masuk sedang riwayat transaksi sama id sudah benar bagaimana itu hilang begitu saja begitu kontrol sudah nya reset sendiri sudah setting tapi saat main semakin kontrol mode awal atur sudah benar tapi saat main semakin beda jadi malas sangat tambh uc hilang uninstal saja,2
Izal Stress,2021-10-21,permainan nya hd parah sih asli map nya juga sangat tarik dan peperangan ambil senjata dan lari sangat mirip dengan asli sih apalagi soal grafik nya sangat bagus dan hd hanya masalah nya terkadang ada bug yang anehsinyal saya yang ngelag jika ada bug mohon baik  dan saya sangat puas dengan permainan ini kalian harus download sih,5
Rafael Yuvens Art,2021-10-19,bagus bug sudah mulai kurang tapi ada satu bug yang masih ada main tdm pakai wifi lancar saat pakai paket data musuh hilang teman hilang musuh bisa tembak saya bisa karena depan saya lihat musuh dan kalau pakai paket data saat mode br kalau kita spectate teman yang masih hidup saya hanya bisa lihat teman saya jalan tempat,4
jihann_ yess,2021-10-12,keren sih tapi banyak bugbut its okay soal grafik nya bagus soal gamenya juga bagus hanya saja dapat banyak bug seperti keluar sendiri padahal sudah hampir chiken tolong itu baik bug nya astag kalau bug yang lain saya tidak peduli tapi kalau bug yang inihufft sekian semoga baca sama creatornya salam chiken chiken winner,5
agus gunawan,2021-10-11,tidak bisa masuk sampai screen itu baru screen pertama yang gambar tencent permainan dan bisa touch tulis bagi selsaikan itu would you like to enable downloading over celluler connection depending on your data plan this may cost you money dan pada screen sesungguh sesungguh bisa touch,3
GAME HOROR OFFICIAL,2021-10-01,oi proxima aku tahu kau adalah orang yang ganti tencent game tolong baik bug mobil aku setiap naik mobil pasti tidak bisa keluar dari mobil padahal sinyal saya bagus warna hijau jadi aku hanya bisa setir mobil dan tabrak musuh saja mau looting senjata jadi tidak bisa tolong baik bug terimakasih proxima beta,1
Pengguna Google,2021-09-30,permainan sudah bagus untuk grafik sudah bagus dan untuk frame ratenya sudah bagus pokok permainan bagus sekali lah tapi tolong untuk bug nya baik dong karakter nge stagnan atau mic bisa nyala,5
༺SσuL Dirty̶ツ༻,2021-09-29,untuk season versi baru ini pubg sering alami ganggu server bisa masuk match tolong baik cepat dan buat para main rasa nyaman saya sudah main dari season  masalah season dulu hanya pada cheater bukan pada ping permainan tambah sekarang sering jadi bug map livik bug saat pakai parasut maupun bug kendara itu saja keluh saya saat,2
Handika Arya P,2021-09-27,aku uninstall dulu permainan karena masih banyak bug salah satu bug mic dan juga permainan asa semakin berat fps juga tidak setabil sering jadi frame drop aku install kalau permainan sudah baik dan bisa ringan device ram gb,4
shnshfx _,2021-09-23,permainan nya seru saya sudah main pubg dari season  dari awal main saya nyaman dan keluh tentang jaringan tapi mengapa sudah update season sekarang saya rasa nyaman dan jaringan selalu ms padahal saya berguna wifi saat saya keluar dari permainan pubg saya coba main permainan yang lain tetapi lambat saya sangat kecewa dengan pubg saya sudah kalau kalau reconnect tapi tetap itu hasil tolong sesungguh dan tolong hilang bug supaya tidak ganggu saya main trims,3
RAFFI WAHID FIRMANSYAH,2021-09-21,semenjak update banyak masalah yang saya hadap permainan pubg mobile karakter nya kaku tembak scop tidak bisa zoom padahal sinyal nya bagus pin nya hijau training teamdeathmacth kasih tutorial nya padahal sudah pernah main terus terus setiap sinyal nge lag sebentar log in ulang tidak bisa padahal sudah buat lapor masalah konesi tolong kalau tidak fix dan tidak perbaiki bug nya  lebih baik pindah permainan tencet,1
"Agustina (Agustina, S.Pd)",2021-09-21,framedrop yang sangat parah meski ada nya pilih grafik khsus hp kentang trnyata berguna dan pengaruh ketika ingame tetap lag dan frame parah dan setiap gacha  tingkat hoki sendiri pun sangat sangat rendah,1
Tomson M,2021-09-18,mau komentar sedikit hai  saya mau dapat tentang saat cari solo rank  tolong kordinasikan tentang lawan atau musuh yang seimbang dengan tier masingmasing  saya main dari season mana pada saat itu lawan atau musuh itu seimbang tapi kalau saat seimbang terkadang kita temu dengan rank selsaikan kita bagaimana untuk player yang mau ingin coba atau belum punya kemampuan temu dengan player yang sudah ada alam mungkin itu saja terimakasih,3
Safitri Juniyati,2021-09-17,mungkin untuk hp yang ram selsaikan setiap update akan ada masalah karena masih ringan pakai setiap ada update tapi kalau dari ram bawah sangat mungkin sekali berat untuk main jadi banyak pada ngeluh yukk syukur,5
Fadli Abravers,2021-09-17,maaf iya permainan masih perlu baik meski grafik sudah set smooth extrem grafik sudah paling jelek tetap saja fps sering drop padahal pakai samsung s spek sudah lumayan tinggi tambah kalau map yang jauh rendernya suka tidak sempurna tolong dong benarkan grafik gamenya supaya terlalu berat hp terus benarkan juga bug bug pada kendara kalau misal ngelag tiba tiba nembus pohon batu eh tiba langsung ledak jadi mati konyol,3
9.6 M. Nadhif Al - Fatih,2021-09-17,wh gamenya bagus tapi Hanya terkadang terkadang alami sedikit frame drop semoga permainan pubg ada versi premium atau maks nya perbedaanya yaitu grafik lebih pukau uhd ragdoll realistis siklus pagi siang sore dan malam serta tambah siklus cuaca animasi ketika buka pintu rumah mobil dan lain lain lebih baru agar lihat realistis gerakan daun pohon tambah dan juga awan yang gerak dengan sempurna dunia nyata terima kasih,4
Ahmad Irfaki,2021-09-17,setiap habis update selalu jadi bug saat ingin masuk permainan selalu jadi force close dengan sendiri nya sudah jadi season terkahir ini tolong lah baik kena hal hal karena sangat menggangu akhir saya sering laku hapus dan download ulang,1
Imam Arifin,2021-09-16,semakin update semakin tidak jelas tempat setting semakin penuh sama fitur yang tidak terlalu berguna semakin bingung mau cari cocok nya lagimending dari pada penuh hin tempat setting bagus betulin koneksi yang sering hubung ulang,2
Hari Pornomo,2021-09-16,sangat senang untuk kurang saat lihat musih dari jauh kurang jelas dan terlalu mudah untuk senjata mungkin bisa lebih maksimal dan lebih baik lagi untuk semua peta terimakasi,5
15_FIRDAUS 愛村崎沙耶,2021-09-16,iya its oke lah sudah update cheater no recoill nya sudah pada hilang semoga tetap untuk depan tapi saya masih ingin agar permainan tidak semakin berat soal saya sesungguh rasa sudah update yang mana frame drop nya parah sangat tambah frezze yang mana beda dengan versi belum yang tidak frame drop jadi tolong untuk masalah frame drop nya baik,4
Pri Adis,2021-09-15,saya kasih satu dulu pubg sekarang banyak sangat yang gunakan cheat file dari grafik no grass no recoil sampai damagenya yang tidak masuk akal tapi setiap lapor pernah ada tanggap dan seperti aman saja mohon kepada tencen lebih ketat untuk masalah yang itu,1
Bagus Azis saputra,2021-09-15,manurutku sih gamenya sudah bagus dari segi grafik animasi dan lain kalian wajib download deh karena gamenya bagus gratis lagi tapi kurang masih banyak player yang pakai ceat bug untuk untung mereka sendiri jadi tolong buat developer nya baik bug nya dan yang nge ceat semoga cepat baned,5
Ayub Saputra,2021-09-14,permainan kenapa update tambah tidak jelas bugnya parah point kami kurang banyak jangan maksain update kalau memang tidak jelas seperti begini tencent gamis tidak bisa lht posisi tmn lah posisi musuh lah lompat dari pesawat saja tidak bisa mau ngapain kalau sudah begitu nya ulang kalau juga kena bug tidak bisa lompat anjing lah,5
BAGUS ARIP HENDRAWAN,2021-09-04,rindu season bawah yang gameplaynya enak dan minim bug tidak seperti sekarang semakin parah seperti audio headset sering putus layar pon tidak bisa masuk match stagnan loading akibat harus re login terus dan akhir mode death match yang sering stagnan base sendiri kita bisa jalan tapi akan diam tidak bisa gunakan senjata kadangkadang butuh waktu sedikit lama untuk normal kembali tapi saat respawn habis mati ulang kembali jadi i played this permainan from season  love tencent,5
Muhammad Andriyan,2021-08-25,free on mobile dukung oleh mesin unreal main permainan kualitas konsol mana saja hadir grafis hd dan suara di yang kagum tampil kontrol permainan yang bisa sesuai mode training dan obrol suara rasa kontrol paling halus perilaku balistik dan senjata yang realistik ponsel peta tempur masif dari erangel hingga miramar vikendi hingga sanhok kompetisi medan tempur yang luar biasa dan detail dengan bagai ukur,1
muhammad syafi'i,2021-08-24,fps drop sering frame koneksi sering jelek padahal awal enak saja device juga mumpuni internal sisa banyak semakin kecewa saja jadi kan pensiun untuk ting grafik sudah buat rata kiri tapi tetap saja frame heran untuk device saya ram gb mtg,1
Aditya Tombuku,2021-08-24,battleground mobile baik realistic worldnya dapat setiap map system di yang moderen system ban untuk para cheater yang sangat efektif yang paling saya suka letak pada detail setiap gerakan karakter sound step dan firing dan tentu event yang sagat sayang untuk lewat tapi banyak bug sekarang maaf saya harus turunkan rating sesal kasih rating tinggi tapi lebih jelek banyak bug,2
Mas Waseng,2021-08-21,perpindahan sangat berat ketika ada musuh dan kalau ada musuh lancar saja dua sudah tahan tombol tembak semakin peluru nya hanya keluar saja padahal mode auto parah device sudah bagus realme semakin rusak gameplay karena dua hal itu padahal gamenya sudah terupdate terima kasih,1
ILHAM,2021-08-19,tolong dari pihak developer baik bugny masih banyak bug in permainan contohny pada saat main costum room peta map ada arah tembak gambar step musuh bagaimana saya mau tahu posisi musuhny mana sedang map beritahu arah tembakanny tolong bugny perbaiki dengan segera  demi nyaman sama terima kasih,2
D1cky Kh0z,2021-08-17,ingame banyak bug tidak bisa ganti senjata dan glitch parah sudah berkali-kali server not responding walau internet tidak ada masalah semakin lancar jaya sudah berkali-kali install ulang tapi hasil sama saja tiba-tiba keluar dari match error connection tombol adjust untuk teropong nya tiba-tiba hilang tidak tahu dimensi mana tolong baik bukannmenambah beban dengan cara update selalu baik dulu dasar buta huruf,1
Herlando Dhidi,2021-08-11,tombol peek fire muncul pada saat in permainan padahal saya sudah aktif atur belum sudah update versi baru pada saat main tdm pada saat tengah permainan baru karekter saya normal jadi belum musuh teman squad belum lihat tapi saya bisa bunuh musuh sedang saya bisa lihat musuh,1
Josse Cahyo Utomo,2021-08-07,pubg semakin lama semakin banyak bug nya sering tidak bisa lihat teman tidak bisa lihat musuh tiba tiba mati tolong lah tencent baik supaya ada bug bug lagi kalo terus playermu pasti banyak yang akan pindah game tolong lah jangan pikir skin terus pikirin nyaman yang maingk sprti season awal tidak banyak bug yang sekarang semakin lama lama semakin banyak bug tolong tencent baik supaya yang main jadi nyaman tanpa ada ganggu kejong ngen,1
Muhammad Naufal,2021-08-06,gamenya seru dan bagus tidak buat bosen tapi ada minus tolong dong kecil ukur data gamenya soal buat hp kentang yang romnya Hanya gb pingin main pubgnya lebih puas biar bisa ganti map dan buat framenya optimalin dong biar gampang saat ketemu musuh apalagi saat ketemu squad terkadang ngeframe jadi itu saja yang saya keluh dan mohon maaf kalau ada kata yang kurang pantas,3
Rimpun Tampubolon,2021-07-31,semakin tidak jelas mau close combat mid atau jarak jauh peluru habis kena musuh tapi tidak mati mati kita yang mati dengan beberapa peluru dari musuh deviceku kurang ram sdg masih kurang sinyal wifi bos ping ms stabil buat permainan lain bagaimana dengan teman teman yang pakai device bawah mau bagaimana mereka ha developer nya usaha baik semakin lama kenapa semakin parah,1
Raja game,2021-07-23,koneksi aman hp dukung ram snapdragon tapi masih sering kandas pada saat loading sudah itu suruh masuk tempur ketika masuk kembali kandas loading kata koneksi tempur putus tolong buat developper baik masalah,1
Ihzan Ramadanni,2021-07-22,terlalu banyak baharu yang wajib sehingga bug dan ganggu lain nya pun mulai saya rasa yang frame nya patahpatah buka pintu sendat naikturun mobil sedikit lama fast respon padahal saya sudah beberapa kalau reinstall aplikasi ini coba menginstall aplikasi stableframe dan harap baik tetapi masih saja tolong tencent baik bug dan ganggu lain agar kami para berguna lebih nyaman untuk main nya tanpa kendali apa,1
Agung Prasetya,2021-07-15,untuk bug segera baik dan untuk login sering bisa hanya tera tulis loading bisa masuk sama sekaliuntuk divice saya berguna redmi note pro saya sudah main sejak season baru kalau pubg lama untuk tangan bug dan baik sistem,1
KOJEK,2021-07-14,waduhh parah kalau kau tencent season semakin sulit masuk permainan masuk bisa tapi selalu muncul layar tulis waktu minta habis daftr teman buka rp terkunciada gambar gembok tdk lama kemudian keluar dengan sendiri jaringan wifi normal tapi kenapa seperti begitu dan parah saat in permainan jaringan langsung drop tolong tencent baik bug tombol lari cepat juga tolong baik,1
Fatchu Syarif,2021-07-14,saya kasih bintang lagi ulas yang saya tulis kenapa selalu hilang selalu masih ada bug suara saat tanding sudah akhir masuk saat sudah diloby bahkan ada yang sudah mulai tanding ikut dan mode tanding cepat selalu ada error,2
Nyomek 79,2021-07-13,hai tolong donk habis update sesion kontrol dan sensitivitas jadi ubah saat main kontrol lari cepat ada di belah kanan maksud hati mau saya pindahin belah kiri eh sudah saya buka settingan control sudah ada di sblah kiri dia tapi kalau saat main ada di salah kanan,4
