Username,waktu,Komentar,Rating
Farija Kamarullah,2023-05-31,gamenya seru hanya saja akun aku kena banded padahal saya laku langgar apa terus saat ketemu lawan itu seperti sinyal tidak bagus iya seperti patah patah dan itu auto mati tolong baik,5
Umi Azzam Syamil,2023-05-31,gamenya bagus tapi masih ada beberapa bug yang harus benarkan,5
Ari Sukardi,2023-05-31,suka ada bug jir ah mlsin terus lobynya ngebingungin sudah baru jadi kasih bintang dl,2
Nescafe Digital#2,2023-05-31,admin permainan nya seperti dulu iya admin teman saya jadi pada pensiun sudah glowal batasin banyak bug itu sudah saya kasih bintang,5
GOLDEN Boy CHANNEL,2023-05-31,ff bagus nya bagus tapi ada bug sekarang yang masuk tiba-tiba keluar lah yang suruh ulang dan kita sudah headshot kan musuh pun tidak mati mati itu musuh dan juga tentang zona harus luar zona yang masih besar ini zona kira sudah nyerap banyak darah repeal medkit juga lama sangat padahal sudah pijit berkali-kali tidak bisa tolong baik iya garena banyak main ff yang keluar lebih ingin main ml dari pada ff lah juga untuk pribadi garena okeh tolong baik,4
Agung Rama dani,2023-05-31,masa baru pertama mainkan lawan yang sudah pro player semua sih buat suasana main enak dan nyaman,5
Jeki Ardianto.s,2023-05-31,sudah sekian lama main ff mungkin saat pensiun karena semakin hari ff semakin tidak seru aja terkadang situasi sedang balik semakin hari permainan yang main manusia,3
Temy m.p,2023-05-31,untuk garena saya pikir update kalau bakal seru nyata tidak saya kecewa update kalau lebih baik tidak usah update saya sudah syukur dan glowal batasin terus suara tembak tidak enak ada bug juga ngelag pula plese lah jikalau sampai sudah minggu tidak ubah please saya akan tinggal free fire lama jika sudah ubah dengan yang saya ingin saya akan kembali se you free fire im join to mobile legends,4
Muhamad Rizall,2023-05-31,sudah update tidak bisa main iya seblum update bisa tapi sekarang tidak,1
Fikri Rasyad Kurniawan,2023-05-31,sekarang ff semakin susah jadi ada gloo maker terus tidak bisa looting dan max nya Hanya,3
Randi Putra,2023-05-31,update nya bagus sih tapi kenapa gloo wal nya sering muncul selsaikan,1
dier simeulue,2023-05-31,maaf saya kasih bintang dua saja dulukarna jaringan sering jelek saat tempur dan tolong perhati akun yang main selalu keluar kata jorok yang timbul ribut sama main kalau bisa blokir saja akun itu,2
Haris Hariansyah,2023-05-31,lumayan lah ini permainan meski ada beberapa masalah tapi iya masih bisa toleransi dah bosan main permainan belah soal v tombol batal macmaking nya juga bisa pakai jadi iya not bad,4
Arya Sulaiman,2023-05-31,bagaimana ini garena banyak player yang kecewa tuh tolong cepat tindak lanjut kalau freefire masih ingin terus tahan,3
Bintang Defanda,2023-05-31,untuk devolper tolong ada apa dengan akun saya rank saya turun dengan drat dari heroic bintang balik bronze dan tidak Hanya sekali akun saya balik bronze ada sampai kalau turun itu,2
maulida nurrohmah,2023-05-31,ting jelek sangat sekarang fiturfitur nya pun hilangin saja bisa tidak sih seperti mula saja banyak yang tidak suka sama fiturfitur nya yang sekarang bagus yang belum up dan untuk map tidak masalah kenapa,2
05. GAMING,2023-05-31,saran buat developer tolong jaringan nya bagusin dong dan download data nya kecilin dan dipercepatin dong kadang download data nya sampai henti,4
Alfi Maulana,2023-05-31,lihat update sekarang yang baru glowall batas itu pun dapat nya harus pakai alat beli vending mesintolong deh garena glowall nya biasa sajajngn segala ada mekanisme itualamat log out mah dari freefire,1
Tesla GamminG,2023-05-31,hallo garena saya ingin sampai sesuatu tentang glowal yang sudah ter drop rumah kami tuju selsaikan update yang sekarang karena akan susah untuk lindung ketika kena tembak dari musuh karena harus tunggu glowal siap sebab itu lah saya wakil para player untuk tolak update glowal yang hapus sekian dari saya semoga ada tanggap dari pihak garena tentang ulasan saya terimakasih,1
Ridho 16,2023-05-31,mohon maaf saya kasih bintang dulu dari segi grafis dan gamenya memang sudah bagus dan baik tapi dalam ingame tolong fix bug nya bug sinyal tiba down bug launcher bug arsenal pintu tutup tapi sudah buka dsb juga baik sistem cari team match nya seimbang saya sudah muak main mode csr dapat team match tidak becus sudah itu saja saran dari saya kurang lebih mohon maaf sukses selalu garena,4
"Reza,TRM",2023-05-31,saya kasih bintang semakin kesini semakin kesana ini permainan kurang perhatiin tolong lah saya paling kesal saat musuh knock namun masih saya juga knock kyak ngedilai begitu tolong fix itu bugnya tambah saat musuh jaringan lag mengapa masih bisa masuk damage saya padahal lag itu musuh tolong segera fix itu resah,3
Nuzzulialqurni Amar,2023-05-31,sekarang ff semakin tambah tidak jelas glowel semakin batas dan jadi susah dan suara nya jadi kecil step tidak dengar dulu walau tidak pakai headset tetap dengar skrang semakin tambah tidak jelas update semakin tambah tidak jelas,1
mahyudi,2023-05-31,sudah update semakin tidak bisa buka parah sekali,3
Ikram Syehdi,2023-05-31,saya sangat kecewa saat dengar gloowal batas hanya per orang tapi ada yang lebih kecewa yaitu ada bug aneh saat berguna gloowal sudah menggukan satu gloowal ketika berguna gloowal spawn gloowal nya delay tolong garena fix bug sebut karena buat saya saat tarung dengan orang saya selalu kalah please fix bug sebut agar main bisa terus main free fire dengan nyaman tanpa ada kendala itu sekian terima kasih,1
Elis Lisnawati,2023-05-31,adalah permainan baik yang aku main walaupun ada yang bilang jelek buat sakit mata tapi aku main sudah lama tidak sakit mata pun betul tidak,5
Amel Fauziah,2023-05-31,permainan nya cukup bagus tapi saya kasih bintang dulu kenapa karena setiap saya main tempur nya itu suka lag apa saat tunggu pertarungan royal itu saat loading nya suka ngelag terus keluar tapi saat lobby itu normal saja dan tidak ada bug tolong iya buat garena saya rangin bug dan lag nya,4
Tani Tani,2023-05-31,permainan ff memang bagus tapi ada kurang iya yaitu sinyal lambat dan bug permainan saya kasih bintang karena sudah bagus sudah update baru,4
Silvia Azizah,2023-05-31,kenapa setiap upgrade ff  pasti ngulang kalau sudah selesai ulang baru download nya sudamin ada bug seperti bug nembus nglowal  kalau ada musuh pasti sinyal nya jelek padahal  saat tidak ada musuh sinyal nya bagus saja tuh pas kita main ada musuh pasti kita keluar sendiri dari game  jadi harus login ulang aku rasa semakin lama bukan nya bagus semakin semakin banyak bug  mohon buat garena bug nya benarkan lagi iya  soal nya semakin lama semakin banyak bug ff kalau begitu enak saya pensiun saja dari ff padahal dulu tidak ada itu,4
hafid fildan,2023-05-31,tertawa permainan semakin rusak suara senjata tidak enak kalau glowal acak acak tertawa sudah permainan semakin rusak saja ini permainan anjing,1
Nurzaynun Zaynunz,2023-05-31,kalosayasih bagi game ff bagus setiap kita bosan pasti ff solusi semoga ff hapus dari plaistor soal kalonga ada ff adalagi yang kitamainin freefire selalu hati aylofyou ff,5
Candra Prayoga,2023-05-31,padahal masih broze kenapa musuh nya ngeri sangat tambah damage nya besar sangat mungkin bug tolong baik,3
Zihran Aufar,2023-05-31,permainan nya seru seru saja sih tapi tolong kalau mau main squad tim nya selalu tidak seimbang padahal harap tim nya bisa jago tidak,5
Nabila Naysila,2023-05-31,permainan jelek bit download anjir ini permainan apa apah banya bug bug yang tidak jelas bug deg tembus gl wol tolong baik garena sekian dari saya wasalam mualaikum,5
Skull Fighter,2023-05-31,saya suka permainan tapi ada masalah koneksi internet selalu error iya tolong baik iya saya kasih bintang lima walaupun sedikit masalah,5
Shynoo nP,2023-05-31,team developer kami minta tolong untuk glowal batas maximal atau  glowal dibrrank sangat penting sekali ketika kepung tembak dari jarak jauh maupun dekat dan bantu teman yang tiba tiba knock dan fix bug juga kadangkadang bug damage dan tembus itu saja semoga bisa atur iya team developer terimakasih thank you,4
Ghifari Davin,2023-05-31,gloo wall kok jadi gloo maker hih aneh lebih suka sama yang dulu tidak ada batas nya gloowal itu penting buat war meski mudah untuk dapat gloowal tetap saja sukatapi mantap ada map kalahari trus baju old jangan dikeluarin lagigapunya desain kah untuk buat yang baru baju  nyasegitu ajh maap iya kalau saya ngejek,1
Juna Alvaro,2023-05-31,bagaimana sih padahal sinyal bagus tapi buat login saja masa tunggu lama sangat buat permainan yang benar dong buat buka event susah request timeout selalu benarkan,2
Tyas Setya Hapsari,2023-05-31,garena tolong sistem aman kuat lagi soal kita para player laku tindak curang namun saat report akun kami ter banned lama beberapa hari kami Hanya sampai pesan para player,4
Cale Wattimena,2023-05-31,saya sangat kecewa dengan update kalau sangat profesional sekali kami para player free fire suka dengan update kalau tolong rubah ya glowolnya jangan seperti begitu buat saja yang lama,5
Almira Prameswari,2023-05-31,gamenya semakin lama semakin berat semakin update semakin lag,3
C.P. D.B,2023-05-31,turut saya update baru sangat babi kita yang sudah beli bundle karakter mahal mahal eh tahu saat update semakin kasih gratis kalau mau update itu pakai otak dikit jangan main update saja terus bundle yang kita beli itu gratiskan,1
Azzahra Ramadhania,2023-05-31,turut saya permainan nya sangat bagus dengan fitur yang kerenkeren juga dan bahkan ada yang gratis good semua karena ada beberapa teman saya dan saya juga tidak top up yang salah itu hanya ketika saya sedang main br rank selalu nge lag padahal jaringan itu bagus sangat tapi ketika karakter saya mati ketika langsung ada nge lagnge lag lagi sehingga saya dikatakn bagai beban dengan teman teman saya tolong kerja sama iya,4
Zulla Keyla synaga,2023-05-31,saya sangat suka game seru tapi sayang setiap rengk aku sudah master semakin sisen jadi turun tapi aku tetap suka permainan aku kasih bintang lima untuk permainan semang permainan ff,5
Rahagie Gian Pranaja,2023-05-31,permainan nya bagus sih tapi ada bug tolong baik ok,5
Radhitya akhdan Afif,2023-05-31,iya saat main kenapa tiba tiba mencet sendiri terus seperti muter itu bug apa bukan iya soal aku juga habis ganti lcd,3
King Badut,2023-05-31,untuk permainan cukup bagus dari segi grafik maupun segi gameplay tetapi ada satu ingin saya pada permainan yaitu untuk tambah fitur costum hud tetap maksud costum hud akan terreset jika aplikasi sengaja hapus soal saat saya sengaja hapus aplikasi free fire lalu download kembali maka costum hud yang belum akan direset,4
Elang Elang,2023-05-31,permainan nya bagus Hanya banyak bug dan chiter tolong baik,5
Dede Sunaryo pratama,2023-05-31,untuk permainan sudah bagus tapi bug nya tolong baik main cs tim nya tidak seimbang dan preset karakter riset dengan sendiri tolong baik,4
Syarif Txyz,2023-05-31,jaringan nya baik baik saja kenapa tidak bisa masuk gameplay nya,1
Dindayani 28,2023-05-31,game nya sangat bagus buat kita bosan kalau gabut bisa main game,5
Andri Ko,2023-05-31,sesungguh sudah bagus tapi ram nya rangin dikit dan update nya jagan sering sering,3
Fajar Prastyo Nugroho,2023-05-31,update semakin buat costum hud saya jadi acak acak banyak bug sinyal,1
Paul yonggi cho Fonataba,2023-05-31,sudah bagus sangat bagus namun ada beberapa bug yang menggangu contoh saya sudah download skin tapi muncul skin nya dan juga sangat banyak cheater maka dari itu saya kasih dulu bintang kalau sudah fix baru saya kasih bintang tolong iya garena itu fix,4
imelda Susanti,2023-05-31,permainan adalah permainan sukan saya jadi mau jaringan nya jelek mau karakter nya bot pokok nya sama suka sama permainan ff sama kalau update tidak buat saya nyesel kenapa mah sudah update semakin bagus,5
Chelsea Aulia Shofa,2023-05-31,habis update kenapa semakin tidak lancar respon jadi lambat uninstall saja lah main belah tetap stabil,5
Momok Gaming,2023-05-31,semakin lama semakin buruk sudah ini permainan semakin update bukan tambah bagus semakin tambah hancur utama sound effect nya dari sound senjata sound step sound animasi nya semakin lama semakin gc jelas bagus ff dulu suara bya lebih real tidak seperti sekarang tolong baik iya,2
Rian Kristiawan,2023-05-31,tolong yahh kenapa semakin update semakin jelek bug jaringan bug dage bug medkid bug tolong lah jagan update terus bug tidak urus kalau tidak ada kami permainan sudah hapus bukan oh iya kalau mas ada bug nya sudah lah pensiun aku juga glowal hilangin buat apa garena percuma update setiap hari kalau begini begini saja aku beri bintang karena jelek banyak bug nya,1
Qeza Warung,2023-05-31,garena sering update tapi kenapa kenapa masih saja bug demek tembus glowel dan kalau ketemu musuh tiba jaringan jelek pengaruh hp kentang atau ffnya yang tidak di baik waktu ngeluting jaringan bagus ehh saat ada musuhh semakin maju mundur tolong di baik garena semoga bisa di baca oleh pihak garena tetap saya beri bintang,5
Hani Moon,2023-05-31,sudah diupdate pesan suara otomatis bahasa inggris walaupun sudah ganti bahasa indonesia,3
Idar Ach,2023-05-31,ff sekarang karena updet ngleg terus padahal jaringan bagus semenjak updet jadi tidak seru,3
Ailin Alvare,2023-05-31,saya suka main permainan dengan sahabat sayaa tetap ff terlalu sering updated memori saya semakin penuh dan sahabat saya bisa update lalu score nya saat mau naik tbtb saya keluar sendiri dari ff jadi score saya turun sahabat teman saya ada yang score nya langsung tidak bisa main apaapa selain by one atau lobby,2
Palentino ananta tarigan,2023-05-31,gamenya sih sudah bagus juman ada satu bug iya buat devloper jika main cs rank terkadang itu bisa dan saat bain br rank itu ngelag sangat,4
Pique Aguero,2023-05-31,kurang harus nya saat musuh ambil turtle zilong nya tidak oleng dan jam iya gan memang sih tapi aku tidak tahu apakah ada beda dapat tentang bagaimana dengan anda reset password dan username and tidak jelas pada tidak bisa bahasa inggris reset password untuk login download cara saya juga tidak kalah penting download cara gratis lalu google baru juga tidak ada yang sama kamu pada tahun yang lalu dan masa download cara tidak langsung rumah dan username dan username password untuk oke,1
Daffa Wolfie`,2023-05-31,fitur gloowall batas dan inv tas yang harus habisin satu satu sangat buat permainan asa lebih buruk,2
Miswar 77,2023-05-31,semakin update bukan semakin semakin bagus semakin semakin jelek yang ada ff nya rusak kalau lah lama permainan,1
REYSTIAN HASSIOLAN,2023-05-31,ff semakin hari semakin tidak jelas setiap update pasti ada ngebug dan kalau keluarin karakter kemampuan pasti enggak jelas permainan aneh benarkan dulu dong kalau mau update dan juga kalau mau buat skin atau kemampuan pikir dulu biar enggak nyusahin playernya dan saran dari saya jangan banyak update hp orang bisa ledak hanya gr gr permainan saja,5
vyzor 10 226,2023-05-31,aku ingin lapor sesuatu saat aku pasang glowal dengan cepat mengapa lokasi valid itu pengaruh kualitas main tolong baik,2
Revo Ezha,2023-05-31,permainan cukup baik dan sangat tarik untuk main serta skin skin yang milik efek yang bagus namun dapat kendala matchmaking yang seimbang pada teman tim atau pun musuh tanding clash squad serta kurang tegas tindak perilaku afk sehingga pengaruh seluruh team,4
Martin Liandri,2023-05-31,semakin kesini semakin bagus kualitaskuantitas nya Hanya mb nya loh gedek sangat tidak kasih bintang saja iya,3
Sakti aji Jerry wahyu,2023-05-31,waktu baru login baca info permainan selalu tidak bisa buat main permainan jelek dan banyak bug sama cheat,1
Risaki Takeguchi (Rogery :v),2023-05-31,please cs optimal rank player saya selalu sulit karena main dengan player bawah rank yang terlalu jauh dan sering satu dengan orang yang gameplaynya kurang bisa sebut player,3
Mesaro Telaumbanua,2023-05-31,ubah permainan ff sekarang sangat buat malas main mulai dari suara lutin seperti suara speeker kena air keliling juga seperti ff max ubah yang bosan dari yang tarik jadi bosan,5
Farel Raditya,2023-05-31,sudah update semakin jadi jelek karena yang belum gloowall buat lah sudah mati gloowall tidak buat dan gloowall tidak bisa looting sedang kita kan butuh gloowall aneh sangat aneh dan lucu,1
Bawang Pns hacker,2023-05-31,permainan nya bagus tapi masalah jaringan nya tolong baik,4
Chairil Anwar,2023-05-31,permainan nya sudah ok tapi masih ada bug saat tembak musuh terus sinyal patah patah tolong  ,5
Zvr_ id,2023-05-31,semakin update semakin jelek jringannya stabil buat buka aplikasi lain dan saat buka ff semakin jelek reconect terus burikk,1
Jonaibao Jonaibao,2023-05-31,saya beri bintang dulu karena free fire sering kalau ada bug utama bug jaringan dan bug patah patah contoh kalau jumpa musuh jaringan langsung naik dari jadi dan hp langsung ngefres atau patah patah jadi buat garena tolong baik bug bug ini terima kasih,2
Dahliana Harap,2023-05-31,saya bagai anak kecil suka free fire jadi saya mau kasih satu info sih dari permainan ff cukup bagus tapi ukur mendowndlod dalam permainan nya rang biar main nya itu skin tembak nampak terus kalau sudah begini bisa hemat paket data hanya segitu saja,5
Mustafid Tafid,2023-05-31,tolong kalau mau loading nya cepat dan ngelag tolong baik bug nya please kalau loadingtolongmbnya kecilintolong loading nya error baik bug mb nya kecil please kalau main wifi nya padahal wifi baik baik saja tolong baik bug atau hilangin bugtolong saat saya loading error selalu dari tadi saya laporin terus tolong baik login nya please hu garena buriq dua bit habis baterai,1
Ridho Gp,2023-05-31,gamenya bagus hanya jangan banyak update nanti hp kentang pada tidak bisa mainbahaya kalau anak kecil epep hilang bisa bisa firefree bangkrut karena karena banyak update,4
gadis cantik endut gadis humaira,2023-05-31,sesungguh nya suka tapi banyak bug dan para musuh tahu dan aku jadi mati padahal lagi ngepush,3
Adit Relax,2023-05-31,gamenya bguas saya kasih bintang tapi tolong baik bugnya,4
Dinda Tri yuliani,2023-05-31,saat main training suka ada yang tembak padahal sesungguh ada yang tembak dan akhir eliminasi tolong baik,3
22_9B_ Rieke Amerrow Pinasty,2023-05-31,top up selalu tapi kalau spin ndk dapat saat main random team nya seperti ee semua spin evo dapat boxs terus admin beri i aku lah admin uang saya habis demi daymen isiin dong admin daymen nya,4
Yumi Suhaemi karangampel,2023-05-31,maaf untuk saat saya coba untuk meng update aplikasi namun bisa entah kenapa padahal handphone saya tidak dan memori ay masih bisa untuk mebg update aplikasi ini saya sudah coba untuk up ini tapi tidak bisa tolong lah iya baik untuk yang spt,4
Izlal War,2023-05-31,sudah update update resolusi grafik smooth lebih jelek kartun tombol tombol saat main lingkar sempurna gepeng lobby nya jelek semakin susah main,1
Sepry B,2023-05-31,woi garena tolong lah masa glowal batas kalau begitu kami para player tidak bisa barbar dan pasti banyak juga player ngendok woi garena kalau begini kami para player pasti banyak akan pensiun tolong lah garena kembali bahagia kami bagai pleyer kalau begini terus cepat atau lambat free fire akan manjadi sepi itu juga kalau update kami tidak perlu ff semakin hd yang kami mau kami bisa main dengan senang buat kami yang pakai hp ram kami ingin main tanpa hambat,1
Mama Mia,2023-05-31,bagus tapi itu bugnya parah sangat keluar keluar sendiri layar hitam masalah jaringan sering jadi padahal sinyal sudah bagus itu saja,1
Atung Fajar,2023-05-31,tolong jangan sering updet beri yang ram hp nya sedikit,1
Nancik Btg,2023-05-31,tolong baik jaringan iya saat tempur sering patah patangelek,3
Error,2023-05-31,permainan yang luar biasa bagus grafik yang sangat indah dengan detail yang sempurna,3
Salma ramadani Salma,2023-05-31,buat permainan nya sih tapi buat update kalau saya kurang tuju karena glowal nya batas dan begitu juga dengan lobby nya,5
Febrian 0_7,2023-05-31,permainan lebih recommended bandung permainan belah meski banyak yang bilang permainan buric tapi turut saya permainan bagus dan grafik nya juga bagus,5
Firman Chanel,2023-05-31,permainan aneh ada ilmu nya tolong untuk karakter jangan ada ilmu nya kalau orang miskin jadi tidak bisa main karena tidak ada uang untuk beli diamond tolong untuk karakter yang biasa saja jangan ada ilmu nya bisa tambah darah sendiri bisa hilang  bisa jadi rumput bisa ada perisai lindung  bisa ubah jadi bola tolong hilang kan semua itu,1
Fahlan Muhammad,2023-05-31,permainan rusak anjay mirip permainan belah tampil lobby sama lolot ta bahaya t juga ada getar memang mau main permainan apa anjing ada getar begitu saja sih yang buat tidak enak lihat dan main kan para anak kecil,1
Natan Galang,2023-05-31,permainan jadi tidak seru karena glowel batas dan suka ngebak pluruvsudah habisin tidak habisin tidak nyaman sangat permainan nya jadi,2
Nusrat Fateh Arrygo Faaiq,2023-05-31,bukan nya update semakin bagus semakin tambah buruk apalagi saat main csr saat pencet glowal tidak muncul dan itu sangat untung bagi player,1
Dikaa gaming,2023-05-31,permainan nya seru sangat tapi harus glowal batas tidak bisa bawa glowal yang banyak mohon jawab terimakasih,5
Suciati 88,2023-05-31,kalau mau update bisa bagusin napa iy bagus fiturnya baru seperti begitu lah tapi jaringan diksih bagus lah weh plz lah aku sudah turun kli loh,1
Gilang Wiguna,2023-05-31,sumpah ketika kita berjalansinyal suka patahpatahketemu musuh langsung diammerah sinyalnyaketika kita jauh dari musuh atau sedang sendiriaanjaringan baikbaik sajatolong sesungguh,5
Arya ll,2023-05-31,sejak opdet sekarang mut main saya jadi hilang karena glowel batas kalau maju sering mati sama musuh oleh bap itu minta pada admin garenapitur glowel kembali mula agar main frifayar tidak kecewa,1
Andi Saiban hidayah,2023-05-31,saya kasih tolong baik lagi pas main cs atau muda tiap lagi perang pasti sering jadi sama sama knock sama bug preset,3
Funto Bani,2023-05-31,ketika maulai permainan palay jaringanx enakktika saat prang terkadang jarunganx lama Sekali kalau sudah kenok jaringanx stabil lagi tolong baik,3
Nadine Nadine,2023-05-31,permainan nya bagus setiap main beberapa kalau naik level dan juga langsung dapat karakter contoh nya keli,5
Aldi Ay,2023-05-31,mantap sih Hanya bug bug saja perlu uruslah sampai tuntas aplagi player yang pakai cheat uruslah juga,5
Yudha GG,2023-05-31,turut saya permainan seru dan tidak buat bosen tapi sayang spek minimal permainan yang semakin berat buat hp saya juga nak dampak contoh saat perang situ langsung frame dro parah habis mati baru lancar kembali jadi saran saya kalau bisa permainan ff optimal lebih enak main,4
Muslih Gabres,2023-05-31,untuk garena mohon maaf saya Hanya beri bintang karann ada beberapa alasandan inti semua sudah di bahas sama player player yang lain nya untuk segi permainan play nya seru dan juga mikat hanya maaih ada tapi nya,3
Eti Novalia,2023-05-31,permainan nya bagus dan juga sangat tarik tidak ml update besar besar dan buat player nya pensiun dan main free fire,5
Adekhus Mbo,2023-05-31,saya kasih bintang lima agar free fire ubah mula tidak terlalu jelek seperti begini sekarang permainan nya sangat jelek cukup sekian terimakasih,5
Wildan Fathan,2023-05-31,free fire sangat bagus tapi jaringan masalah yang buruk jaringan keluar sendiri kena hack tiba-tiba tinggal jadi lebih buruk akhir keluar dari mop,2
Nadia,2023-05-31,permainan nya tidak bisa offline dan setiap ada updeat selalu saja kita harus download center kalau sudah bisa main offline baru saya kasih bintang lima,1
Akashi Seijuro,2023-05-31,kecewa sangat padahal kemarin sudah top up buat beli bundle alok eh sekarang semakin baju karakter sudah ada default,1
Arjuna Saputra,2023-05-31,dulu saya beri bintang lima tapi sudah update banyak bug bug jaring bug skin kan saat download data itu saya ganti ganti seperti ganti wifi ganti data terus saat sudah selesai ski semakin jadi skin adam atau skin bot dan bug mic sayagk bisa on mic sama tidak bisa dengerin temen on mic tolong garena baik suapa ff semakin ramai saya player old baru combek semakin seperti begini kalau ada saran bales saya garena minta tolong sangat,1
Nur Buat,2023-05-31,bagaimana sih garena aku sudah download itu ff nya tapi saat saya buka tidak bisa untuk pihak garena tolong ff nya baik kesal sangat gua udah download kalau tapi tidak bisa hanya ngehabishabisin paket saja,1
Jhordy Jelivior,2023-05-31,event uras diamond terlalu banyak event nya dan hadiah nya tarik bahkan bisa bilang sampah dan terlalu sulit hal dapat item spin gacha yang hadir event nya terlalu sampah kembali sistem glowalseperti belum nya sistem glowal maker terlalu buruk dan cocok pertarungan field glowal yang dapat bawa terlalu sedikit kembalik sistem glowal belum nya,1
Setiahati Terate,2023-05-31,bintang karena masih banyak bug dan kalau main cs tim tidak seimbang terkadang pada afk semua,1
Lee DaGyeom,2023-05-31,permainan rusak makin update bukan nya semakin bagus semakin semakin aneh jangan install permainan,1
Shelly Nagita,2023-05-31,sudah main dari  tetap saja tidak ada yang koreksi bug bug nya,3
Rass rass,2023-05-31,minimal ngasik tim yang adil dan seimbang utama mode cs ini masih bukan maksimal,1
Wagiman Wagiman,2023-05-31,saya kasih bintang maaf ini iya setiap apdete saya main kok set iya kok beda buat nembaknya kok beda terus saya benarkan mohon maaf tolong kalau sudah apdete setya jangan ganti saya kalau main seperti bot mohon maaf iya terimakasih,2
Rama 2023,2023-05-31,saya kasih bintang dulu karena ada masalah yang saat main cs dapat tim yang seimbang saat war lawan biasa mati sama bug damage mohon untuk hilang bug gllowall juga harus hilang hanya begitu saja masalah saya mohon untuk segera baik dan jika sudah ada baik akan saya kasih bintang good job,4
Eva Kusuma,2023-05-31,untuk permainan iya lumayan bagus tapi aku kasih bintang dulu karena saat main squad seperti error padahal wifi saya baru saja bayar,4
nur isti,2023-05-31,maaf saya pernah ngatain permainan sekarang pikir saya sudah ubah saya kasih bintang karena sekarang bagus tidak ada bug aku suka sama ff,5
Rindu Larasati,2023-05-31,sekarang baru lagi semakin seperti benar permainan anak kecil apalagi saat login bagi loading,4
Rahmat Surya syaputra,2023-05-31,permainan nya sangat seruh dan bosan tapi sayang bandel old nya tidak kluarkan,5
Ali Kes,2023-05-31,gamenya bagus hanya butuh banyak memori jadi saya harus hapus permainan saya tetapi setiap update memori yang butuh tambah jadi harus hapus lagilagi dan tolong memoring tambah sedikit saja iya boleh tambah memori tapi tolong rang kalau ada update yang akan datang,5
La ode Aris,2023-05-31,permainan nya keren tapi ada juga yang saya suka itu terkadang ngebak deg glowal juga kalau sudah pasang terkadang bisa tembus musuh,3
Rasty Ramadhani,2023-05-31,sudah update semakin buruk sinyal mohon developer untuk baik sinyal,1
NXM WORKSHOP,2023-05-31,saya kasih bintang karena permainan nya bagus modal senjata lengkap dan realistic tapi mata hayato waktu mau main cs ada merahya bisa baik kah,5
Mud Zakkir,2023-05-31,untuk developer utama garena tolong lah perbaiki bug damage nya masa sudah merah aim nya musuh kgk mati semakin saya yang mati tolong fix bug nya mohon kerja sama ny terimakasih,4
Khalif Addhian,2023-05-31,ramai sangat gamejadi aku kasih bintang lima tapi aku ingin dm gerat apa apa kata gerat tapi tidak apa-apa yang penting ramai sudah berapa kalau updet,5
Hendra Kusuma,2023-05-31,permainan nyahh semakin hari semakin parahh ipent ipent yang ada kalender engak bisa masuksoal gerafik sihh bedah permainan bedah gerafik itu engak masalahgame nomor satu masah koneksi nyahh buruk kalitolon dari pihak garena koneksi nyahh cuyy ipent ipent yang ada kalender jangan loading loding terussoalnya ipent kalender engak bisa masukin hp kentangitu saja sih soal kalau orang main hp kentang sering emosi koneksi burukpata patahipent engak bisa masukin dan lain lain banyak lah,1
MUHAMMAD FAIRUUZ 18,2023-05-31,my name yusz asal jambi permainan free fire adalah permainan yang saya bangga hingga ini tekad saya ingin jadi profesional permainan ini sejak tahun lalu saya mulai karir saya main permainan ini walaupun belum capai jadi pro player saya pasti akan serah dan juang dan walaupun misal permainan saya bknrejekiny jadi pro player sy bisa coba bagai bidang permainan ini seperti caster buah turnamen atau buka turnamen cepat via online permainan,5
Rehan Bm,2023-05-31,padahal profil facebook saya sudah ganti kenapa ff tidak ubah masih pakai foto yang lama bagaimana sih admin,3
Suel Sul,2023-05-31,lama lama ff semakin tidak seru garena bagaimana sudah seruyg kemarin semakin ngafdet terus semua gani a ff sudah tidak seru kalau begini terus semua fleyer pindah permainan belah,2
Adha Ganteng,2023-05-31,permainan sudah sempurna namun sekarang gloowalnya batas hanya sampai sudah max dan dapat looting baik iya misal baru turun dapat gloowal max oh iya spinnanya dimudahin dong sama hilangin spinan token rings sama kembali glider saya kasih bintang dulu iya kalau sudah seperti dulu saya kasih bintang deh sekian dari saya terimakasih sama hilang bug bug nya dong plus kasih ivent dm gratis dong pli hehe,4
Ahmad Sifa,2023-05-31,maaf garena tolong kembali ff dulu gloo wall gleader gloo wall cs sama player dulu garena semua player pada pensiun karena update baru mohon maaf jika ada salah kata terimakasi,4
Ervi Abid,2023-05-31,semakin update semakin jelek dan gampang lag tolong baik iya,1
Alvinn,2023-05-31,nama alvinn kelas nya umur tanggalrabu mei kabupaten kalbar permainan nya mantap aku suka update baru glowal seperti pet mr wagor aku kira begitu saja sih komentar saya iya jangan lupa download iya karena aku kalau mabar sama teman aku suka tidak bagi glowal pokok update baru kalau keren sangat terima kasih yang buat permainan dan selamat ulangtahun iya,5
Aditya Pratama,2023-05-31,permainan lumayan bagus tapi terkadang ada bug bug damage bug tembus gloowall dan lain lain semoga depa update lebih bagus garena please saya sudah cukup lama main permainan free fire trimakasih garena,4
